source,source_term,setid,title,published_date,product_name,generic_name,active_ingredients,strengths,ndcs,package_descriptions,structured_text
DailyMed,empagliflozin linagliptin,ddbab689-f76c-488c-9613-4168d41dd730,"GLYXAMBI (EMPAGLIFLOZIN AND LINAGLIPTIN) TABLET, FILM COATED [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Glyxambi,empagliflozin and linagliptin,EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN,10 mg | 25 mg | 5 mg,0597-0182-03 | 0597-0182-07 | 0597-0182-30 | 0597-0182-39 | 0597-0182-70 | 0597-0182-90,30 in 1 BOTTLE | 1 in 1 CARTON | 7 in 1 BOTTLE | 30 in 1 BOTTLE | 30 in 1 CARTON | 1 in 1 BLISTER PACK | 7 in 1 CARTON | 1 in 1 BLISTER PACK | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Glyxambi
GENERIC_NAME: empagliflozin and linagliptin
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN
STRENGTHS: 10 mg | 25 mg | 5 mg
NDCS: 0597-0182-03 | 0597-0182-07 | 0597-0182-30 | 0597-0182-39 | 0597-0182-70 | 0597-0182-90
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 1 in 1 CARTON | 7 in 1 BOTTLE | 30 in 1 BOTTLE | 30 in 1 CARTON | 1 in 1 BLISTER PACK | 7 in 1 CARTON | 1 in 1 BLISTER PACK | 90 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: GLYXAMBI (EMPAGLIFLOZIN AND LINAGLIPTIN) TABLET, FILM COATED [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: ddbab689-f76c-488c-9613-4168d41dd730
SOURCE: DailyMed"
DailyMed,empagliflozin linagliptin,ddbab689-f76c-488c-9613-4168d41dd730,"GLYXAMBI (EMPAGLIFLOZIN AND LINAGLIPTIN) TABLET, FILM COATED [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Glyxambi,empagliflozin and linagliptin,EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN,10 mg | 25 mg | 5 mg,0597-0164-07 | 0597-0164-30 | 0597-0164-39 | 0597-0164-70 | 0597-0164-90,1 in 1 CARTON | 7 in 1 BOTTLE | 30 in 1 BOTTLE | 30 in 1 CARTON | 1 in 1 BLISTER PACK | 7 in 1 CARTON | 1 in 1 BLISTER PACK | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Glyxambi
GENERIC_NAME: empagliflozin and linagliptin
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | LINAGLIPTIN
STRENGTHS: 10 mg | 25 mg | 5 mg
NDCS: 0597-0164-07 | 0597-0164-30 | 0597-0164-39 | 0597-0164-70 | 0597-0164-90
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON | 7 in 1 BOTTLE | 30 in 1 BOTTLE | 30 in 1 CARTON | 1 in 1 BLISTER PACK | 7 in 1 CARTON | 1 in 1 BLISTER PACK | 90 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: GLYXAMBI (EMPAGLIFLOZIN AND LINAGLIPTIN) TABLET, FILM COATED [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: ddbab689-f76c-488c-9613-4168d41dd730
SOURCE: DailyMed"
DailyMed,empagliflozin,5777b8a8-ada6-4950-8548-43a1de11f075,"JARDIANCE (EMPAGLIFLOZIN) TABLET, FILM COATED [CARDINAL HEALTH 107, LLC]","Feb 23, 2026",Jardiance,Empagliflozin,EMPAGLIFLOZIN | EMPAGLIFLOZIN,10 mg | 25 mg,55154-0411-8,"720 in 1 BOTTLE, PLASTIC","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Jardiance
GENERIC_NAME: Empagliflozin
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN
STRENGTHS: 10 mg | 25 mg
NDCS: 55154-0411-8
PACKAGE_DESCRIPTIONS: 720 in 1 BOTTLE, PLASTIC
PUBLISHED_DATE: Feb 23, 2026
TITLE: JARDIANCE (EMPAGLIFLOZIN) TABLET, FILM COATED [CARDINAL HEALTH 107, LLC]
SETID: 5777b8a8-ada6-4950-8548-43a1de11f075
SOURCE: DailyMed"
DailyMed,empagliflozin,5777b8a8-ada6-4950-8548-43a1de11f075,"JARDIANCE (EMPAGLIFLOZIN) TABLET, FILM COATED [CARDINAL HEALTH 107, LLC]","Feb 23, 2026",Jardiance,Empagliflozin,EMPAGLIFLOZIN | EMPAGLIFLOZIN,10 mg | 25 mg,55154-0412-8,"990 in 1 BOTTLE, PLASTIC","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Jardiance
GENERIC_NAME: Empagliflozin
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN
STRENGTHS: 10 mg | 25 mg
NDCS: 55154-0412-8
PACKAGE_DESCRIPTIONS: 990 in 1 BOTTLE, PLASTIC
PUBLISHED_DATE: Feb 23, 2026
TITLE: JARDIANCE (EMPAGLIFLOZIN) TABLET, FILM COATED [CARDINAL HEALTH 107, LLC]
SETID: 5777b8a8-ada6-4950-8548-43a1de11f075
SOURCE: DailyMed"
DailyMed,empagliflozin,0fdd0255-0055-65f3-b2c0-db8fbb87beae,"SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Synjardy,empagliflozin and metformin hydrochloride,EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,12.5 mg | 5 mg | 1000 mg | 500 mg,0597-0159-18 | 0597-0159-60 | 0597-0159-66,180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Synjardy
GENERIC_NAME: empagliflozin and metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 12.5 mg | 5 mg | 1000 mg | 500 mg
NDCS: 0597-0159-18 | 0597-0159-60 | 0597-0159-66
PACKAGE_DESCRIPTIONS: 180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 0fdd0255-0055-65f3-b2c0-db8fbb87beae
SOURCE: DailyMed"
DailyMed,empagliflozin,0fdd0255-0055-65f3-b2c0-db8fbb87beae,"SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Synjardy,empagliflozin and metformin hydrochloride,EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,12.5 mg | 5 mg | 1000 mg | 500 mg,0597-0175-18 | 0597-0175-60 | 0597-0175-66,180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Synjardy
GENERIC_NAME: empagliflozin and metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 12.5 mg | 5 mg | 1000 mg | 500 mg
NDCS: 0597-0175-18 | 0597-0175-60 | 0597-0175-66
PACKAGE_DESCRIPTIONS: 180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 0fdd0255-0055-65f3-b2c0-db8fbb87beae
SOURCE: DailyMed"
DailyMed,empagliflozin,0fdd0255-0055-65f3-b2c0-db8fbb87beae,"SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Synjardy,empagliflozin and metformin hydrochloride,EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,12.5 mg | 5 mg | 1000 mg | 500 mg,0597-0180-18 | 0597-0180-60 | 0597-0180-66,180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Synjardy
GENERIC_NAME: empagliflozin and metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 12.5 mg | 5 mg | 1000 mg | 500 mg
NDCS: 0597-0180-18 | 0597-0180-60 | 0597-0180-66
PACKAGE_DESCRIPTIONS: 180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 0fdd0255-0055-65f3-b2c0-db8fbb87beae
SOURCE: DailyMed"
DailyMed,empagliflozin,0fdd0255-0055-65f3-b2c0-db8fbb87beae,"SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]","Feb 02, 2026",Synjardy,empagliflozin and metformin hydrochloride,EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE,12.5 mg | 5 mg | 1000 mg | 500 mg,0597-0168-18 | 0597-0168-60 | 0597-0168-66,180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Synjardy
GENERIC_NAME: empagliflozin and metformin hydrochloride
ACTIVE_INGREDIENTS: EMPAGLIFLOZIN | EMPAGLIFLOZIN | METFORMIN HYDROCHLORIDE | METFORMIN HYDROCHLORIDE
STRENGTHS: 12.5 mg | 5 mg | 1000 mg | 500 mg
NDCS: 0597-0168-18 | 0597-0168-60 | 0597-0168-66
PACKAGE_DESCRIPTIONS: 180 in 1 BOTTLE | 60 in 1 BOTTLE | 1 in 1 CARTON | 14 in 1 BOTTLE
PUBLISHED_DATE: Feb 02, 2026
TITLE: SYNJARDY (EMPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE) TABLET [BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.]
SETID: 0fdd0255-0055-65f3-b2c0-db8fbb87beae
SOURCE: DailyMed"
DailyMed,dapagliflozin,107b4d25-4764-42b7-80e3-9aaff20865ed,"DAPAGLIFLOZIN TABLET, FILM COATED [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",Dapagliflozin,Dapagliflozin,DAPAGLIFLOZIN | DAPAGLIFLOZIN,10 mg | 5 mg,72205-432-01 | 72205-432-02 | 72205-432-03,30 in 1 BOTTLE | 500 in 1 BOTTLE | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Dapagliflozin
GENERIC_NAME: Dapagliflozin
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN
STRENGTHS: 10 mg | 5 mg
NDCS: 72205-432-01 | 72205-432-02 | 72205-432-03
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 500 in 1 BOTTLE | 90 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN TABLET, FILM COATED [NOVADOZ PHARMACEUTICALS LLC]
SETID: 107b4d25-4764-42b7-80e3-9aaff20865ed
SOURCE: DailyMed"
DailyMed,dapagliflozin,107b4d25-4764-42b7-80e3-9aaff20865ed,"DAPAGLIFLOZIN TABLET, FILM COATED [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",Dapagliflozin,Dapagliflozin,DAPAGLIFLOZIN | DAPAGLIFLOZIN,10 mg | 5 mg,72205-433-01 | 72205-433-02 | 72205-433-03,30 in 1 BOTTLE | 500 in 1 BOTTLE | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Dapagliflozin
GENERIC_NAME: Dapagliflozin
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | DAPAGLIFLOZIN
STRENGTHS: 10 mg | 5 mg
NDCS: 72205-433-01 | 72205-433-02 | 72205-433-03
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 500 in 1 BOTTLE | 90 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN TABLET, FILM COATED [NOVADOZ PHARMACEUTICALS LLC]
SETID: 107b4d25-4764-42b7-80e3-9aaff20865ed
SOURCE: DailyMed"
DailyMed,dapagliflozin,1cfa51fd-8406-404c-b2a8-0fc1068675fb,"DAPAGLIFLOZIN AND SAXAGLIPTIN TABLET, FILM COATED [NOVADOZ PHARMACEUTICALS LLC]","Apr 10, 2026",DAPAGLIFLOZIN AND SAXAGLIPTIN,DAPAGLIFLOZIN AND SAXAGLIPTIN,DAPAGLIFLOZIN | SAXAGLIPTIN HYDROCHLORIDE DIHYDRATE,10 mg | 5 mg,72205-438-01 | 72205-438-02,30 in 1 BOTTLE | 90 in 1 BOTTLE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DAPAGLIFLOZIN AND SAXAGLIPTIN
GENERIC_NAME: DAPAGLIFLOZIN AND SAXAGLIPTIN
ACTIVE_INGREDIENTS: DAPAGLIFLOZIN | SAXAGLIPTIN HYDROCHLORIDE DIHYDRATE
STRENGTHS: 10 mg | 5 mg
NDCS: 72205-438-01 | 72205-438-02
PACKAGE_DESCRIPTIONS: 30 in 1 BOTTLE | 90 in 1 BOTTLE
PUBLISHED_DATE: Apr 10, 2026
TITLE: DAPAGLIFLOZIN AND SAXAGLIPTIN TABLET, FILM COATED [NOVADOZ PHARMACEUTICALS LLC]
SETID: 1cfa51fd-8406-404c-b2a8-0fc1068675fb
SOURCE: DailyMed"
DailyMed,human insulin,004b278d-b129-416f-a8d4-1acad71338cf,"DNA PANCREAS FORMULA (LYCOPODIUM CLAVATUM, PANCREAS SUIS, DNA, INSULINUM (HUMAN), PHOSPHORICUM ACIDUM, RADIUM BROMATUM, URANIUM NITRICUM) SPRAY [NUTRITIONAL SPECIALTIES, INC.]","Apr 06, 2026",DNA Pancreas Formula,"Lycopodium Clavatum, Pancreas Suis, DNA, Insulinum (Human), Phosphoricum Acidum, Radium Bromatum, Uranium Nitricum",LYCOPODIUM CLAVATUM SPORE | SUS SCROFA PANCREAS | HERRING SPERM DNA | INSULIN HUMAN | PHOSPHORIC ACID | RADIUM BROMIDE | URANYL NITRATE HEXAHYDRATE,6 [hp_X] in 1 mL | 9 [hp_X] in 1 mL | 30 [hp_X] in 1 mL | 12 [hp_X] in 1 mL | 30 [hp_X] in 1 mL | 60 [hp_X] in 1 mL | 30 [hp_C] in 1 mL,83027-0302-1,"60 mL in 1 BOTTLE, SPRAY","TYPE: DAILMED_PRODUCT
PRODUCT_NAME: DNA Pancreas Formula
GENERIC_NAME: Lycopodium Clavatum, Pancreas Suis, DNA, Insulinum (Human), Phosphoricum Acidum, Radium Bromatum, Uranium Nitricum
ACTIVE_INGREDIENTS: LYCOPODIUM CLAVATUM SPORE | SUS SCROFA PANCREAS | HERRING SPERM DNA | INSULIN HUMAN | PHOSPHORIC ACID | RADIUM BROMIDE | URANYL NITRATE HEXAHYDRATE
STRENGTHS: 6 [hp_X] in 1 mL | 9 [hp_X] in 1 mL | 30 [hp_X] in 1 mL | 12 [hp_X] in 1 mL | 30 [hp_X] in 1 mL | 60 [hp_X] in 1 mL | 30 [hp_C] in 1 mL
NDCS: 83027-0302-1
PACKAGE_DESCRIPTIONS: 60 mL in 1 BOTTLE, SPRAY
PUBLISHED_DATE: Apr 06, 2026
TITLE: DNA PANCREAS FORMULA (LYCOPODIUM CLAVATUM, PANCREAS SUIS, DNA, INSULINUM (HUMAN), PHOSPHORICUM ACIDUM, RADIUM BROMATUM, URANIUM NITRICUM) SPRAY [NUTRITIONAL SPECIALTIES, INC.]
SETID: 004b278d-b129-416f-a8d4-1acad71338cf
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-874-90,3 in 1 CARTON | 2 in 1 POUCH | 15 in 1 BLISTER PACK | 1 in 1 CARTRIDGE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-874-90
PACKAGE_DESCRIPTIONS: 3 in 1 CARTON | 2 in 1 POUCH | 15 in 1 BLISTER PACK | 1 in 1 CARTRIDGE
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-878-90,3 in 1 CARTON | 2 in 1 POUCH | 15 in 1 BLISTER PACK | 1 in 1 CARTRIDGE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-878-90
PACKAGE_DESCRIPTIONS: 3 in 1 CARTON | 2 in 1 POUCH | 15 in 1 BLISTER PACK | 1 in 1 CARTRIDGE
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-891-90,3 in 1 CARTON | 2 in 1 POUCH | 15 in 1 BLISTER PACK | 1 in 1 CARTRIDGE,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-891-90
PACKAGE_DESCRIPTIONS: 3 in 1 CARTON | 2 in 1 POUCH | 15 in 1 BLISTER PACK | 1 in 1 CARTRIDGE
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-880-18,1 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-880-18
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-898-18,1 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-898-18
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-902-18,1 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-902-18
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,human insulin,29f4637b-e204-425b-b89c-7238008d8c10,"AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]","Feb 06, 2026",AFREZZA,INSULIN HUMAN,INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN,12 [arb'U] | 4 [arb'U] | 8 [arb'U],47918-904-30,1 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: AFREZZA
GENERIC_NAME: INSULIN HUMAN
ACTIVE_INGREDIENTS: INSULIN HUMAN | INSULIN HUMAN | INSULIN HUMAN
STRENGTHS: 12 [arb'U] | 4 [arb'U] | 8 [arb'U]
NDCS: 47918-904-30
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON
PUBLISHED_DATE: Feb 06, 2026
TITLE: AFREZZA (INSULIN HUMAN) POWDER, METERED AFREZZA (INSULIN HUMAN) KIT AFREZZA (INSULIN HUMAN) KIT [MANNKIND CORPORATION]
SETID: 29f4637b-e204-425b-b89c-7238008d8c10
SOURCE: DailyMed"
DailyMed,insulin glargine,4bba538b-cf7c-4310-ae8f-cb711ed21bcc,"SOLIQUA 100/33 (INSULIN GLARGINE AND LIXISENATIDE) INJECTION, SOLUTION [SANOFI-AVENTIS U.S. LLC]","Mar 20, 2026",Soliqua 100/33,insulin glargine and lixisenatide,INSULIN GLARGINE | LIXISENATIDE,100 U in 1 mL | 33 ug in 1 mL,0024-5761-01 | 0024-5761-02 | 0024-5761-05,1 in 1 CARTON | 3 mL in 1 SYRINGE | 3 mL in 1 SYRINGE | 5 in 1 CARTON,"TYPE: DAILMED_PRODUCT
PRODUCT_NAME: Soliqua 100/33
GENERIC_NAME: insulin glargine and lixisenatide
ACTIVE_INGREDIENTS: INSULIN GLARGINE | LIXISENATIDE
STRENGTHS: 100 U in 1 mL | 33 ug in 1 mL
NDCS: 0024-5761-01 | 0024-5761-02 | 0024-5761-05
PACKAGE_DESCRIPTIONS: 1 in 1 CARTON | 3 mL in 1 SYRINGE | 3 mL in 1 SYRINGE | 5 in 1 CARTON
PUBLISHED_DATE: Mar 20, 2026
TITLE: SOLIQUA 100/33 (INSULIN GLARGINE AND LIXISENATIDE) INJECTION, SOLUTION [SANOFI-AVENTIS U.S. LLC]
SETID: 4bba538b-cf7c-4310-ae8f-cb711ed21bcc
SOURCE: DailyMed"
