itemid,label,fluid,category,valueuom,aliases,structured_text
51494,RBC Casts,Urine,Hematology,,RBC Casts | RBC Casts Urine | Hematology RBC Casts,"TYPE: LAB_TEST
DISPLAY_NAME: RBC Casts
ALIASES: RBC Casts | RBC Casts Urine | Hematology RBC Casts
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51494"
52415,LPF,Urine,Hematology,,LPF | LPF Urine | Hematology LPF,"TYPE: LAB_TEST
DISPLAY_NAME: LPF
ALIASES: LPF | LPF Urine | Hematology LPF
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 52415"
51513,Urine Specimen Type,Urine,Hematology,,Urine Specimen Type | Urine Specimen Type Urine | Hematology Urine Specimen Type,"TYPE: LAB_TEST
DISPLAY_NAME: Urine Specimen Type
ALIASES: Urine Specimen Type | Urine Specimen Type Urine | Hematology Urine Specimen Type
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51513"
51515,Waxy Casts,Urine,Hematology,#/lpf,Waxy Casts | Waxy Casts Urine | Hematology Waxy Casts,"TYPE: LAB_TEST
DISPLAY_NAME: Waxy Casts
ALIASES: Waxy Casts | Waxy Casts Urine | Hematology Waxy Casts
UNIT: #/lpf
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51515"
51507,"Urine Casts, Other",Urine,Hematology,,"Urine Casts, Other | Urine Casts Other | Urine Casts, Other Urine | Hematology Urine Casts, Other","TYPE: LAB_TEST
DISPLAY_NAME: Urine Casts, Other
ALIASES: Urine Casts, Other | Urine Casts Other | Urine Casts, Other Urine | Hematology Urine Casts, Other
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51507"
51516,WBC,Urine,Hematology,#/hpf,WBC | WBC Urine | Hematology WBC,"TYPE: LAB_TEST
DISPLAY_NAME: WBC
ALIASES: WBC | WBC Urine | Hematology WBC
UNIT: #/hpf
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51516"
51518,WBC Clumps,Urine,Hematology,/hpf,WBC Clumps | WBC Clumps Urine | Hematology WBC Clumps,"TYPE: LAB_TEST
DISPLAY_NAME: WBC Clumps
ALIASES: WBC Clumps | WBC Clumps Urine | Hematology WBC Clumps
UNIT: /hpf
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51518"
52417,Pku,Urine,Hematology,,Pku | Pku Urine | Hematology Pku,"TYPE: LAB_TEST
DISPLAY_NAME: Pku
ALIASES: Pku | Pku Urine | Hematology Pku
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 52417"
51480,Hematocrit,Urine,Hematology,,Hematocrit | Hematocrit Urine | Hematology Hematocrit,"TYPE: LAB_TEST
DISPLAY_NAME: Hematocrit
ALIASES: Hematocrit | Hematocrit Urine | Hematology Hematocrit
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51480"
51486,Leukocytes,Urine,Hematology,,Leukocytes | Leukocytes Urine | Hematology Leukocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Leukocytes
ALIASES: Leukocytes | Leukocytes Urine | Hematology Leukocytes
UNIT: 
CATEGORY: Hematology
FLUID: Urine
LOINC: 
ITEMID: 51486"
51127,"RBC, Ascites",Ascites,Hematology,#/uL,"RBC, Ascites | RBC Ascites | RBC, Ascites Ascites | Hematology RBC, Ascites","TYPE: LAB_TEST
DISPLAY_NAME: RBC, Ascites
ALIASES: RBC, Ascites | RBC Ascites | RBC, Ascites Ascites | Hematology RBC, Ascites
UNIT: #/uL
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51127"
51113,Blasts,Ascites,Hematology,,Blasts | Blasts Ascites | Hematology Blasts,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts
ALIASES: Blasts | Blasts Ascites | Hematology Blasts
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51113"
52054,Histiocyte,Ascites,Hematology,,Histiocyte | Histiocyte Ascites | Hematology Histiocyte,"TYPE: LAB_TEST
DISPLAY_NAME: Histiocyte
ALIASES: Histiocyte | Histiocyte Ascites | Hematology Histiocyte
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52054"
52063,Polys#,Ascites,Hematology,,Polys# | Polys# Ascites | Hematology Polys#,"TYPE: LAB_TEST
DISPLAY_NAME: Polys#
ALIASES: Polys# | Polys# Ascites | Hematology Polys#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52063"
51119,Metamyelocytes,Ascites,Hematology,,Metamyelocytes | Metamyelocytes Ascites | Hematology Metamyelocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Metamyelocytes
ALIASES: Metamyelocytes | Metamyelocytes Ascites | Hematology Metamyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51119"
51123,Other,Ascites,Hematology,%,Other | Other Ascites | Hematology Other,"TYPE: LAB_TEST
DISPLAY_NAME: Other
ALIASES: Other | Other Ascites | Hematology Other
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51123"
51117,Macrophage,Ascites,Hematology,%,Macrophage | Macrophage Ascites | Hematology Macrophage,"TYPE: LAB_TEST
DISPLAY_NAME: Macrophage
ALIASES: Macrophage | Macrophage Ascites | Hematology Macrophage
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51117"
52067,Young#,Ascites,Hematology,,Young# | Young# Ascites | Hematology Young#,"TYPE: LAB_TEST
DISPLAY_NAME: Young#
ALIASES: Young# | Young# Ascites | Hematology Young#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52067"
51116,Lymphocytes,Ascites,Hematology,%,Lymphocytes | Lymphocytes Ascites | Hematology Lymphocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphocytes
ALIASES: Lymphocytes | Lymphocytes Ascites | Hematology Lymphocytes
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51116"
51125,Polys,Ascites,Hematology,%,Polys | Polys Ascites | Hematology Polys,"TYPE: LAB_TEST
DISPLAY_NAME: Polys
ALIASES: Polys | Polys Ascites | Hematology Polys
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51125"
51110,Atypical Lymphocytes,Ascites,Hematology,%,Atypical Lymphocytes | Atypical Lymphocytes Ascites | Hematology Atypical Lymphocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Atypical Lymphocytes
ALIASES: Atypical Lymphocytes | Atypical Lymphocytes Ascites | Hematology Atypical Lymphocytes
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51110"
52062,Plasma#,Ascites,Hematology,,Plasma# | Plasma# Ascites | Hematology Plasma#,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma#
ALIASES: Plasma# | Plasma# Ascites | Hematology Plasma#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52062"
51118,Mesothelial Cell,Ascites,Hematology,%,Mesothelial Cell | Mesothelial Cell Ascites | Hematology Mesothelial Cell,"TYPE: LAB_TEST
DISPLAY_NAME: Mesothelial Cell
ALIASES: Mesothelial Cell | Mesothelial Cell Ascites | Hematology Mesothelial Cell
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51118"
51111,Bands,Ascites,Hematology,,Bands | Bands Ascites | Hematology Bands,"TYPE: LAB_TEST
DISPLAY_NAME: Bands
ALIASES: Bands | Bands Ascites | Hematology Bands
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51111"
51120,Monocytes,Ascites,Hematology,%,Monocytes | Monocytes Ascites | Hematology Monocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Monocytes
ALIASES: Monocytes | Monocytes Ascites | Hematology Monocytes
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51120"
52066,Voided Specimen,Ascites,Hematology,,Voided Specimen | Voided Specimen Ascites | Hematology Voided Specimen,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Ascites | Hematology Voided Specimen
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52066"
52065,"Total Nucleated Cells, Ascites",Ascites,Hematology,#/uL,"Total Nucleated Cells, Ascites | Total Nucleated Cells Ascites | Total Nucleated Cells, Ascites Ascites | Hematology Total Nucleated Cells, Ascites","TYPE: LAB_TEST
DISPLAY_NAME: Total Nucleated Cells, Ascites
ALIASES: Total Nucleated Cells, Ascites | Total Nucleated Cells Ascites | Total Nucleated Cells, Ascites Ascites | Hematology Total Nucleated Cells, Ascites
UNIT: #/uL
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52065"
52064,Promyelo#,Ascites,Hematology,,Promyelo# | Promyelo# Ascites | Hematology Promyelo#,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelo#
ALIASES: Promyelo# | Promyelo# Ascites | Hematology Promyelo#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52064"
52052,Eos#,Ascites,Hematology,,Eos# | Eos# Ascites | Hematology Eos#,"TYPE: LAB_TEST
DISPLAY_NAME: Eos#
ALIASES: Eos# | Eos# Ascites | Hematology Eos#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52052"
52051,Blasts#,Ascites,Hematology,,Blasts# | Blasts# Ascites | Hematology Blasts#,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts#
ALIASES: Blasts# | Blasts# Ascites | Hematology Blasts#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52051"
52059,Monos#,Ascites,Hematology,,Monos# | Monos# Ascites | Hematology Monos#,"TYPE: LAB_TEST
DISPLAY_NAME: Monos#
ALIASES: Monos# | Monos# Ascites | Hematology Monos#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52059"
51126,Promyelocytes,Ascites,Hematology,,Promyelocytes | Promyelocytes Ascites | Hematology Promyelocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelocytes
ALIASES: Promyelocytes | Promyelocytes Ascites | Hematology Promyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51126"
51115,"Hematocrit, Ascites",Ascites,Hematology,%,"Hematocrit, Ascites | Hematocrit Ascites | Hematocrit, Ascites Ascites | Hematology Hematocrit, Ascites","TYPE: LAB_TEST
DISPLAY_NAME: Hematocrit, Ascites
ALIASES: Hematocrit, Ascites | Hematocrit Ascites | Hematocrit, Ascites Ascites | Hematology Hematocrit, Ascites
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51115"
51114,Eosinophils,Ascites,Hematology,%,Eosinophils | Eosinophils Ascites | Hematology Eosinophils,"TYPE: LAB_TEST
DISPLAY_NAME: Eosinophils
ALIASES: Eosinophils | Eosinophils Ascites | Hematology Eosinophils
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51114"
52055,Hyperseg,Ascites,Hematology,,Hyperseg | Hyperseg Ascites | Hematology Hyperseg,"TYPE: LAB_TEST
DISPLAY_NAME: Hyperseg
ALIASES: Hyperseg | Hyperseg Ascites | Hematology Hyperseg
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52055"
52061,Nuc Rbcs#,Ascites,Hematology,,Nuc Rbcs# | Nuc Rbcs# Ascites | Hematology Nuc Rbcs#,"TYPE: LAB_TEST
DISPLAY_NAME: Nuc Rbcs#
ALIASES: Nuc Rbcs# | Nuc Rbcs# Ascites | Hematology Nuc Rbcs#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52061"
52053,Histio#,Ascites,Hematology,,Histio# | Histio# Ascites | Hematology Histio#,"TYPE: LAB_TEST
DISPLAY_NAME: Histio#
ALIASES: Histio# | Histio# Ascites | Hematology Histio#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52053"
52060,Myelos#,Ascites,Hematology,,Myelos# | Myelos# Ascites | Hematology Myelos#,"TYPE: LAB_TEST
DISPLAY_NAME: Myelos#
ALIASES: Myelos# | Myelos# Ascites | Hematology Myelos#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52060"
52048,Atyps#,Ascites,Hematology,,Atyps# | Atyps# Ascites | Hematology Atyps#,"TYPE: LAB_TEST
DISPLAY_NAME: Atyps#
ALIASES: Atyps# | Atyps# Ascites | Hematology Atyps#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52048"
52050,Basos#,Ascites,Hematology,,Basos# | Basos# Ascites | Hematology Basos#,"TYPE: LAB_TEST
DISPLAY_NAME: Basos#
ALIASES: Basos# | Basos# Ascites | Hematology Basos#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52050"
52057,Lymphs#,Ascites,Hematology,,Lymphs# | Lymphs# Ascites | Hematology Lymphs#,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphs#
ALIASES: Lymphs# | Lymphs# Ascites | Hematology Lymphs#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52057"
51112,Basophils,Ascites,Hematology,%,Basophils | Basophils Ascites | Hematology Basophils,"TYPE: LAB_TEST
DISPLAY_NAME: Basophils
ALIASES: Basophils | Basophils Ascites | Hematology Basophils
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51112"
52058,Metas#,Ascites,Hematology,,Metas# | Metas# Ascites | Hematology Metas#,"TYPE: LAB_TEST
DISPLAY_NAME: Metas#
ALIASES: Metas# | Metas# Ascites | Hematology Metas#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52058"
52056,Hyperseg#,Ascites,Hematology,,Hyperseg# | Hyperseg# Ascites | Hematology Hyperseg#,"TYPE: LAB_TEST
DISPLAY_NAME: Hyperseg#
ALIASES: Hyperseg# | Hyperseg# Ascites | Hematology Hyperseg#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52056"
51122,Nucleated RBC,Ascites,Hematology,,Nucleated RBC | Nucleated RBC Ascites | Hematology Nucleated RBC,"TYPE: LAB_TEST
DISPLAY_NAME: Nucleated RBC
ALIASES: Nucleated RBC | Nucleated RBC Ascites | Hematology Nucleated RBC
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51122"
51129,Young,Ascites,Hematology,,Young | Young Ascites | Hematology Young,"TYPE: LAB_TEST
DISPLAY_NAME: Young
ALIASES: Young | Young Ascites | Hematology Young
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51129"
51124,Plasma,Ascites,Hematology,%,Plasma | Plasma Ascites | Hematology Plasma,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma
ALIASES: Plasma | Plasma Ascites | Hematology Plasma
UNIT: %
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51124"
52049,Bands#,Ascites,Hematology,,Bands# | Bands# Ascites | Hematology Bands#,"TYPE: LAB_TEST
DISPLAY_NAME: Bands#
ALIASES: Bands# | Bands# Ascites | Hematology Bands#
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 52049"
51121,Myelocytes,Ascites,Hematology,,Myelocytes | Myelocytes Ascites | Hematology Myelocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Myelocytes
ALIASES: Myelocytes | Myelocytes Ascites | Hematology Myelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Ascites
LOINC: 
ITEMID: 51121"
51448,Mesothelial Cells,Pleural,Hematology,%,Mesothelial Cells | Mesothelial Cells Pleural | Hematology Mesothelial Cells,"TYPE: LAB_TEST
DISPLAY_NAME: Mesothelial Cells
ALIASES: Mesothelial Cells | Mesothelial Cells Pleural | Hematology Mesothelial Cells
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51448"
52375,Atyps#,Pleural,Hematology,,Atyps# | Atyps# Pleural | Hematology Atyps#,"TYPE: LAB_TEST
DISPLAY_NAME: Atyps#
ALIASES: Atyps# | Atyps# Pleural | Hematology Atyps#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52375"
52388,Plasma#,Pleural,Hematology,,Plasma# | Plasma# Pleural | Hematology Plasma#,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma#
ALIASES: Plasma# | Plasma# Pleural | Hematology Plasma#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52388"
51453,Other,Pleural,Hematology,%,Other | Other Pleural | Hematology Other,"TYPE: LAB_TEST
DISPLAY_NAME: Other
ALIASES: Other | Other Pleural | Hematology Other
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51453"
52381,Histiocytes,Pleural,Hematology,,Histiocytes | Histiocytes Pleural | Hematology Histiocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Histiocytes
ALIASES: Histiocytes | Histiocytes Pleural | Hematology Histiocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52381"
51454,Plasma Cells,Pleural,Hematology,%,Plasma Cells | Plasma Cells Pleural | Hematology Plasma Cells,"TYPE: LAB_TEST
DISPLAY_NAME: Plasma Cells
ALIASES: Plasma Cells | Plasma Cells Pleural | Hematology Plasma Cells
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51454"
52384,Lymphs#,Pleural,Hematology,,Lymphs# | Lymphs# Pleural | Hematology Lymphs#,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphs#
ALIASES: Lymphs# | Lymphs# Pleural | Hematology Lymphs#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52384"
52392,Voided Specimen,Pleural,Hematology,,Voided Specimen | Voided Specimen Pleural | Hematology Voided Specimen,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Pleural | Hematology Voided Specimen
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52392"
51455,Polys,Pleural,Hematology,%,Polys | Polys Pleural | Hematology Polys,"TYPE: LAB_TEST
DISPLAY_NAME: Polys
ALIASES: Polys | Polys Pleural | Hematology Polys
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51455"
52377,Basos#,Pleural,Hematology,,Basos# | Basos# Pleural | Hematology Basos#,"TYPE: LAB_TEST
DISPLAY_NAME: Basos#
ALIASES: Basos# | Basos# Pleural | Hematology Basos#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52377"
51449,Metamyelocytes,Pleural,Hematology,,Metamyelocytes | Metamyelocytes Pleural | Hematology Metamyelocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Metamyelocytes
ALIASES: Metamyelocytes | Metamyelocytes Pleural | Hematology Metamyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51449"
51442,Basophils,Pleural,Hematology,,Basophils | Basophils Pleural | Hematology Basophils,"TYPE: LAB_TEST
DISPLAY_NAME: Basophils
ALIASES: Basophils | Basophils Pleural | Hematology Basophils
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51442"
51440,Atypical Lymphocytes,Pleural,Hematology,,Atypical Lymphocytes | Atypical Lymphocytes Pleural | Hematology Atypical Lymphocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Atypical Lymphocytes
ALIASES: Atypical Lymphocytes | Atypical Lymphocytes Pleural | Hematology Atypical Lymphocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51440"
51444,Eosinophils,Pleural,Hematology,%,Eosinophils | Eosinophils Pleural | Hematology Eosinophils,"TYPE: LAB_TEST
DISPLAY_NAME: Eosinophils
ALIASES: Eosinophils | Eosinophils Pleural | Hematology Eosinophils
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51444"
52378,Blasts#,Pleural,Hematology,,Blasts# | Blasts# Pleural | Hematology Blasts#,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts#
ALIASES: Blasts# | Blasts# Pleural | Hematology Blasts#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52378"
51457,"RBC, Pleural",Pleural,Hematology,#/uL,"RBC, Pleural | RBC Pleural | RBC, Pleural Pleural | Hematology RBC, Pleural","TYPE: LAB_TEST
DISPLAY_NAME: RBC, Pleural
ALIASES: RBC, Pleural | RBC Pleural | RBC, Pleural Pleural | Hematology RBC, Pleural
UNIT: #/uL
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51457"
51441,Bands,Pleural,Hematology,,Bands | Bands Pleural | Hematology Bands,"TYPE: LAB_TEST
DISPLAY_NAME: Bands
ALIASES: Bands | Bands Pleural | Hematology Bands
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51441"
51450,Monos,Pleural,Hematology,%,Monos | Monos Pleural | Hematology Monos,"TYPE: LAB_TEST
DISPLAY_NAME: Monos
ALIASES: Monos | Monos Pleural | Hematology Monos
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51450"
51445,"Hematocrit, Pleural",Pleural,Hematology,,"Hematocrit, Pleural | Hematocrit Pleural | Hematocrit, Pleural Pleural | Hematology Hematocrit, Pleural","TYPE: LAB_TEST
DISPLAY_NAME: Hematocrit, Pleural
ALIASES: Hematocrit, Pleural | Hematocrit Pleural | Hematocrit, Pleural Pleural | Hematology Hematocrit, Pleural
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51445"
52387,Myelos#,Pleural,Hematology,,Myelos# | Myelos# Pleural | Hematology Myelos#,"TYPE: LAB_TEST
DISPLAY_NAME: Myelos#
ALIASES: Myelos# | Myelos# Pleural | Hematology Myelos#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52387"
52390,Promyelocytes#,Pleural,Hematology,,Promyelocytes# | Promyelocytes# Pleural | Hematology Promyelocytes#,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelocytes#
ALIASES: Promyelocytes# | Promyelocytes# Pleural | Hematology Promyelocytes#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52390"
51452,NRBC,Pleural,Hematology,,NRBC | NRBC Pleural | Hematology NRBC,"TYPE: LAB_TEST
DISPLAY_NAME: NRBC
ALIASES: NRBC | NRBC Pleural | Hematology NRBC
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51452"
52379,Eos#,Pleural,Hematology,,Eos# | Eos# Pleural | Hematology Eos#,"TYPE: LAB_TEST
DISPLAY_NAME: Eos#
ALIASES: Eos# | Eos# Pleural | Hematology Eos#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52379"
52382,Hypersegmented Neutrophils#,Pleural,Hematology,,Hypersegmented Neutrophils# | Hypersegmented Neutrophils# Pleural | Hematology Hypersegmented Neutrophils#,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils#
ALIASES: Hypersegmented Neutrophils# | Hypersegmented Neutrophils# Pleural | Hematology Hypersegmented Neutrophils#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52382"
52391,"Total Nucleated Cells, Pleural",Pleural,Hematology,#/uL,"Total Nucleated Cells, Pleural | Total Nucleated Cells Pleural | Total Nucleated Cells, Pleural Pleural | Hematology Total Nucleated Cells, Pleural","TYPE: LAB_TEST
DISPLAY_NAME: Total Nucleated Cells, Pleural
ALIASES: Total Nucleated Cells, Pleural | Total Nucleated Cells Pleural | Total Nucleated Cells, Pleural Pleural | Hematology Total Nucleated Cells, Pleural
UNIT: #/uL
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52391"
51443,Blasts,Pleural,Hematology,,Blasts | Blasts Pleural | Hematology Blasts,"TYPE: LAB_TEST
DISPLAY_NAME: Blasts
ALIASES: Blasts | Blasts Pleural | Hematology Blasts
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51443"
51459,Young Cells,Pleural,Hematology,,Young Cells | Young Cells Pleural | Hematology Young Cells,"TYPE: LAB_TEST
DISPLAY_NAME: Young Cells
ALIASES: Young Cells | Young Cells Pleural | Hematology Young Cells
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51459"
52383,Hypersegmented Neutrophils,Pleural,Hematology,,Hypersegmented Neutrophils | Hypersegmented Neutrophils Pleural | Hematology Hypersegmented Neutrophils,"TYPE: LAB_TEST
DISPLAY_NAME: Hypersegmented Neutrophils
ALIASES: Hypersegmented Neutrophils | Hypersegmented Neutrophils Pleural | Hematology Hypersegmented Neutrophils
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52383"
52389,Polys#,Pleural,Hematology,,Polys# | Polys# Pleural | Hematology Polys#,"TYPE: LAB_TEST
DISPLAY_NAME: Polys#
ALIASES: Polys# | Polys# Pleural | Hematology Polys#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52389"
51456,Promyelocytes,Pleural,Hematology,,Promyelocytes | Promyelocytes Pleural | Hematology Promyelocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Promyelocytes
ALIASES: Promyelocytes | Promyelocytes Pleural | Hematology Promyelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51456"
51446,Lymphocytes,Pleural,Hematology,%,Lymphocytes | Lymphocytes Pleural | Hematology Lymphocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Lymphocytes
ALIASES: Lymphocytes | Lymphocytes Pleural | Hematology Lymphocytes
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51446"
52393,Young#,Pleural,Hematology,,Young# | Young# Pleural | Hematology Young#,"TYPE: LAB_TEST
DISPLAY_NAME: Young#
ALIASES: Young# | Young# Pleural | Hematology Young#
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 52393"
51447,Macrophages,Pleural,Hematology,%,Macrophages | Macrophages Pleural | Hematology Macrophages,"TYPE: LAB_TEST
DISPLAY_NAME: Macrophages
ALIASES: Macrophages | Macrophages Pleural | Hematology Macrophages
UNIT: %
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51447"
51451,Myelocytes,Pleural,Hematology,,Myelocytes | Myelocytes Pleural | Hematology Myelocytes,"TYPE: LAB_TEST
DISPLAY_NAME: Myelocytes
ALIASES: Myelocytes | Myelocytes Pleural | Hematology Myelocytes
UNIT: 
CATEGORY: Hematology
FLUID: Pleural
LOINC: 
ITEMID: 51451"
