itemid,label,aliases,valueuom,category,fluid,structured_text
50848,"Sodium, Ascites","Sodium, Ascites | Sodium Ascites | Sodium, Ascites Ascites | Chemistry Sodium, Ascites",,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Sodium, Ascites
ALIASES: Sodium, Ascites | Sodium Ascites | Sodium, Ascites Ascites | Chemistry Sodium, Ascites
UNIT: 
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 50848"
50849,"Total Protein, Ascites","Total Protein, Ascites | Total Protein Ascites | Total Protein, Ascites Ascites | Chemistry Total Protein, Ascites",g/dL,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Total Protein, Ascites
ALIASES: Total Protein, Ascites | Total Protein Ascites | Total Protein, Ascites Ascites | Chemistry Total Protein, Ascites
UNIT: g/dL
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 50849"
53124,"Immunoglobulin G, Ascites","Immunoglobulin G, Ascites | Immunoglobulin G Ascites | Immunoglobulin G, Ascites Ascites | Chemistry Immunoglobulin G, Ascites",,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoglobulin G, Ascites
ALIASES: Immunoglobulin G, Ascites | Immunoglobulin G Ascites | Immunoglobulin G, Ascites Ascites | Chemistry Immunoglobulin G, Ascites
UNIT: 
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 53124"
50836,"Amylase, Ascites","Amylase, Ascites | Amylase Ascites | Amylase, Ascites Ascites | Chemistry Amylase, Ascites",IU/L,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Amylase, Ascites
ALIASES: Amylase, Ascites | Amylase Ascites | Amylase, Ascites Ascites | Chemistry Amylase, Ascites
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 50836"
50850,"Triglycerides, Ascites","Triglycerides, Ascites | Triglycerides Ascites | Triglycerides, Ascites Ascites | Chemistry Triglycerides, Ascites",,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Triglycerides, Ascites
ALIASES: Triglycerides, Ascites | Triglycerides Ascites | Triglycerides, Ascites Ascites | Chemistry Triglycerides, Ascites
UNIT: 
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 50850"
50843,"Lactate Dehydrogenase, Ascites","Lactate Dehydrogenase, Ascites | Lactate Dehydrogenase Ascites | Lactate Dehydrogenase, Ascites Ascites | Chemistry Lactate Dehydrogenase, Ascites",IU/L,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Lactate Dehydrogenase, Ascites
ALIASES: Lactate Dehydrogenase, Ascites | Lactate Dehydrogenase Ascites | Lactate Dehydrogenase, Ascites Ascites | Chemistry Lactate Dehydrogenase, Ascites
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 50843"
53125,"PEP, Ascites, Gamma Region","PEP, Ascites, Gamma Region | PEP Ascites Gamma Region | PEP, Ascites, Gamma Region Ascites | Chemistry PEP, Ascites, Gamma Region",,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: PEP, Ascites, Gamma Region
ALIASES: PEP, Ascites, Gamma Region | PEP Ascites Gamma Region | PEP, Ascites, Gamma Region Ascites | Chemistry PEP, Ascites, Gamma Region
UNIT: 
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 53125"
50842,"Glucose, Ascites","Glucose, Ascites | Glucose Ascites | Glucose, Ascites Ascites | Chemistry Glucose, Ascites",mg/dL,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Glucose, Ascites
ALIASES: Glucose, Ascites | Glucose Ascites | Glucose, Ascites Ascites | Chemistry Glucose, Ascites
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 50842"
53127,Voided Specimen,Voided Specimen | Voided Specimen Ascites | Chemistry Voided Specimen,,Chemistry,Ascites,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Ascites | Chemistry Voided Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Ascites
LOINC: 
ITEMID: 53127"
51910,(Albumin),(Albumin) | (Albumin) Pleural | Chemistry (Albumin),,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: (Albumin)
ALIASES: (Albumin) | (Albumin) Pleural | Chemistry (Albumin)
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51910"
51052,"Creatinine, Pleural","Creatinine, Pleural | Creatinine Pleural | Creatinine, Pleural Pleural | Chemistry Creatinine, Pleural",mg/dL,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Creatinine, Pleural
ALIASES: Creatinine, Pleural | Creatinine Pleural | Creatinine, Pleural Pleural | Chemistry Creatinine, Pleural
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51052"
51915,Cryptococ,Cryptococ | Cryptococ Pleural | Chemistry Cryptococ,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Cryptococ
ALIASES: Cryptococ | Cryptococ Pleural | Chemistry Cryptococ
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51915"
51046,"Albumin, Pleural","Albumin, Pleural | Albumin Pleural | Albumin, Pleural Pleural | Chemistry Albumin, Pleural",g/dL,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Albumin, Pleural
ALIASES: Albumin, Pleural | Albumin Pleural | Albumin, Pleural Pleural | Chemistry Albumin, Pleural
UNIT: g/dL
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51046"
51913,Beta,Beta | Beta Pleural | Chemistry Beta,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Beta
ALIASES: Beta | Beta Pleural | Chemistry Beta
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51913"
51048,"Bicarbonate, Pleural","Bicarbonate, Pleural | Bicarbonate Pleural | Bicarbonate, Pleural Pleural | Chemistry Bicarbonate, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Bicarbonate, Pleural
ALIASES: Bicarbonate, Pleural | Bicarbonate Pleural | Bicarbonate, Pleural Pleural | Chemistry Bicarbonate, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51048"
51047,"Amylase, Pleural","Amylase, Pleural | Amylase Pleural | Amylase, Pleural Pleural | Chemistry Amylase, Pleural",IU/L,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Amylase, Pleural
ALIASES: Amylase, Pleural | Amylase Pleural | Amylase, Pleural Pleural | Chemistry Amylase, Pleural
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51047"
51051,"Cholesterol, Pleural","Cholesterol, Pleural | Cholesterol Pleural | Cholesterol, Pleural Pleural | Chemistry Cholesterol, Pleural",mg/dL,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol, Pleural
ALIASES: Cholesterol, Pleural | Cholesterol Pleural | Cholesterol, Pleural Pleural | Chemistry Cholesterol, Pleural
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51051"
51055,"Lipase, Pleural","Lipase, Pleural | Lipase Pleural | Lipase, Pleural Pleural | Chemistry Lipase, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Lipase, Pleural
ALIASES: Lipase, Pleural | Lipase Pleural | Lipase, Pleural Pleural | Chemistry Lipase, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51055"
51056,"Miscellaneous, Pleural","Miscellaneous, Pleural | Miscellaneous Pleural | Miscellaneous, Pleural Pleural | Chemistry Miscellaneous, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Miscellaneous, Pleural
ALIASES: Miscellaneous, Pleural | Miscellaneous Pleural | Miscellaneous, Pleural Pleural | Chemistry Miscellaneous, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51056"
51920,"PEP, Pleural, Gamma Region","PEP, Pleural, Gamma Region | PEP Pleural Gamma Region | PEP, Pleural, Gamma Region Pleural | Chemistry PEP, Pleural, Gamma Region",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: PEP, Pleural, Gamma Region
ALIASES: PEP, Pleural, Gamma Region | PEP Pleural Gamma Region | PEP, Pleural, Gamma Region Pleural | Chemistry PEP, Pleural, Gamma Region
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51920"
51911,Alpha-1,Alpha-1 | Alpha-1 Pleural | Chemistry Alpha-1,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-1
ALIASES: Alpha-1 | Alpha-1 Pleural | Chemistry Alpha-1
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51911"
51918,"Immunoglobulin G, Pleural","Immunoglobulin G, Pleural | Immunoglobulin G Pleural | Immunoglobulin G, Pleural Pleural | Chemistry Immunoglobulin G, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoglobulin G, Pleural
ALIASES: Immunoglobulin G, Pleural | Immunoglobulin G Pleural | Immunoglobulin G, Pleural Pleural | Chemistry Immunoglobulin G, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51918"
51060,"Triglycerides, Pleural","Triglycerides, Pleural | Triglycerides Pleural | Triglycerides, Pleural Pleural | Chemistry Triglycerides, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Triglycerides, Pleural
ALIASES: Triglycerides, Pleural | Triglycerides Pleural | Triglycerides, Pleural Pleural | Chemistry Triglycerides, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51060"
51050,"Chloride, Pleural","Chloride, Pleural | Chloride Pleural | Chloride, Pleural Pleural | Chemistry Chloride, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Chloride, Pleural
ALIASES: Chloride, Pleural | Chloride Pleural | Chloride, Pleural Pleural | Chemistry Chloride, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51050"
51919,"Osmolality, Pleural","Osmolality, Pleural | Osmolality Pleural | Osmolality, Pleural Pleural | Chemistry Osmolality, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Osmolality, Pleural
ALIASES: Osmolality, Pleural | Osmolality Pleural | Osmolality, Pleural Pleural | Chemistry Osmolality, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51919"
51058,"Sodium, Pleural","Sodium, Pleural | Sodium Pleural | Sodium, Pleural Pleural | Chemistry Sodium, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Sodium, Pleural
ALIASES: Sodium, Pleural | Sodium Pleural | Sodium, Pleural Pleural | Chemistry Sodium, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51058"
51921,"proBNP, Pleural","proBNP, Pleural | proBNP Pleural | proBNP, Pleural Pleural | Chemistry proBNP, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: proBNP, Pleural
ALIASES: proBNP, Pleural | proBNP Pleural | proBNP, Pleural Pleural | Chemistry proBNP, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51921"
51912,Alpha-2,Alpha-2 | Alpha-2 Pleural | Chemistry Alpha-2,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-2
ALIASES: Alpha-2 | Alpha-2 Pleural | Chemistry Alpha-2
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51912"
51923,"Uric Acid, Pleural","Uric Acid, Pleural | Uric Acid Pleural | Uric Acid, Pleural Pleural | Chemistry Uric Acid, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Uric Acid, Pleural
ALIASES: Uric Acid, Pleural | Uric Acid Pleural | Uric Acid, Pleural Pleural | Chemistry Uric Acid, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51923"
51049,"Bilirubin, Total, Pleural","Bilirubin, Total, Pleural | Bilirubin Total Pleural | Bilirubin, Total, Pleural Pleural | Chemistry Bilirubin, Total, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Bilirubin, Total, Pleural
ALIASES: Bilirubin, Total, Pleural | Bilirubin Total Pleural | Bilirubin, Total, Pleural Pleural | Chemistry Bilirubin, Total, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51049"
51059,"Total Protein, Pleural","Total Protein, Pleural | Total Protein Pleural | Total Protein, Pleural Pleural | Chemistry Total Protein, Pleural",g/dL,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Total Protein, Pleural
ALIASES: Total Protein, Pleural | Total Protein Pleural | Total Protein, Pleural Pleural | Chemistry Total Protein, Pleural
UNIT: g/dL
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51059"
51914,Clostrid,Clostrid | Clostrid Pleural | Chemistry Clostrid,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Clostrid
ALIASES: Clostrid | Clostrid Pleural | Chemistry Clostrid
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51914"
51054,"Lactate Dehydrogenase, Pleural","Lactate Dehydrogenase, Pleural | Lactate Dehydrogenase Pleural | Lactate Dehydrogenase, Pleural Pleural | Chemistry Lactate Dehydrogenase, Pleural",IU/L,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Lactate Dehydrogenase, Pleural
ALIASES: Lactate Dehydrogenase, Pleural | Lactate Dehydrogenase Pleural | Lactate Dehydrogenase, Pleural Pleural | Chemistry Lactate Dehydrogenase, Pleural
UNIT: IU/L
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51054"
51917,"Immunoelectrophoresis, Pleural","Immunoelectrophoresis, Pleural | Immunoelectrophoresis Pleural | Immunoelectrophoresis, Pleural Pleural | Chemistry Immunoelectrophoresis, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoelectrophoresis, Pleural
ALIASES: Immunoelectrophoresis, Pleural | Immunoelectrophoresis Pleural | Immunoelectrophoresis, Pleural Pleural | Chemistry Immunoelectrophoresis, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51917"
51057,"Potassium, Pleural","Potassium, Pleural | Potassium Pleural | Potassium, Pleural Pleural | Chemistry Potassium, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Potassium, Pleural
ALIASES: Potassium, Pleural | Potassium Pleural | Potassium, Pleural Pleural | Chemistry Potassium, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51057"
51916,Fl Scan,Fl Scan | Fl Scan Pleural | Chemistry Fl Scan,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Fl Scan
ALIASES: Fl Scan | Fl Scan Pleural | Chemistry Fl Scan
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51916"
51924,Voided Specimen,Voided Specimen | Voided Specimen Pleural | Chemistry Voided Specimen,,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Pleural | Chemistry Voided Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51924"
51053,"Glucose, Pleural","Glucose, Pleural | Glucose Pleural | Glucose, Pleural Pleural | Chemistry Glucose, Pleural",mg/dL,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Glucose, Pleural
ALIASES: Glucose, Pleural | Glucose Pleural | Glucose, Pleural Pleural | Chemistry Glucose, Pleural
UNIT: mg/dL
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51053"
51922,"Urea Nitrogen, Pleural","Urea Nitrogen, Pleural | Urea Nitrogen Pleural | Urea Nitrogen, Pleural Pleural | Chemistry Urea Nitrogen, Pleural",,Chemistry,Pleural,"TYPE: LAB_TEST
DISPLAY_NAME: Urea Nitrogen, Pleural
ALIASES: Urea Nitrogen, Pleural | Urea Nitrogen Pleural | Urea Nitrogen, Pleural Pleural | Chemistry Urea Nitrogen, Pleural
UNIT: 
CATEGORY: Chemistry
FLUID: Pleural
LOINC: 
ITEMID: 51922"
51828,Voided Specimen,Voided Specimen | Voided Specimen Bone Marrow | Chemistry Voided Specimen,,Chemistry,Bone Marrow,"TYPE: LAB_TEST
DISPLAY_NAME: Voided Specimen
ALIASES: Voided Specimen | Voided Specimen Bone Marrow | Chemistry Voided Specimen
UNIT: 
CATEGORY: Chemistry
FLUID: Bone Marrow
LOINC: 
ITEMID: 51828"
51809,Alpha-2,Alpha-2 | Alpha-2 Joint Fluid | Chemistry Alpha-2,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-2
ALIASES: Alpha-2 | Alpha-2 Joint Fluid | Chemistry Alpha-2
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51809"
51810,Beta,Beta | Beta Joint Fluid | Chemistry Beta,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Beta
ALIASES: Beta | Beta Joint Fluid | Chemistry Beta
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51810"
51812,"Bilirubin, Total, Joint Fluid","Bilirubin, Total, Joint Fluid | Bilirubin Total Joint Fluid | Bilirubin, Total, Joint Fluid Joint Fluid | Chemistry Bilirubin, Total, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Bilirubin, Total, Joint Fluid
ALIASES: Bilirubin, Total, Joint Fluid | Bilirubin Total Joint Fluid | Bilirubin, Total, Joint Fluid Joint Fluid | Chemistry Bilirubin, Total, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51812"
51824,"Triglycerides, Joint Fluid","Triglycerides, Joint Fluid | Triglycerides Joint Fluid | Triglycerides, Joint Fluid Joint Fluid | Chemistry Triglycerides, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Triglycerides, Joint Fluid
ALIASES: Triglycerides, Joint Fluid | Triglycerides Joint Fluid | Triglycerides, Joint Fluid Joint Fluid | Chemistry Triglycerides, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51824"
51814,"Cholesterol, Joint Fluid","Cholesterol, Joint Fluid | Cholesterol Joint Fluid | Cholesterol, Joint Fluid Joint Fluid | Chemistry Cholesterol, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Cholesterol, Joint Fluid
ALIASES: Cholesterol, Joint Fluid | Cholesterol Joint Fluid | Cholesterol, Joint Fluid Joint Fluid | Chemistry Cholesterol, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51814"
51023,"LD, Joint Fluid","LD, Joint Fluid | LD Joint Fluid | LD, Joint Fluid Joint Fluid | Chemistry LD, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: LD, Joint Fluid
ALIASES: LD, Joint Fluid | LD Joint Fluid | LD, Joint Fluid Joint Fluid | Chemistry LD, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51023"
51816,Cryptococ,Cryptococ | Cryptococ Joint Fluid | Chemistry Cryptococ,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Cryptococ
ALIASES: Cryptococ | Cryptococ Joint Fluid | Chemistry Cryptococ
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51816"
51825,"Urea Nitrogen, Joint Fluid","Urea Nitrogen, Joint Fluid | Urea Nitrogen Joint Fluid | Urea Nitrogen, Joint Fluid Joint Fluid | Chemistry Urea Nitrogen, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Urea Nitrogen, Joint Fluid
ALIASES: Urea Nitrogen, Joint Fluid | Urea Nitrogen Joint Fluid | Urea Nitrogen, Joint Fluid Joint Fluid | Chemistry Urea Nitrogen, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51825"
51019,"Albumin, Joint Fluid","Albumin, Joint Fluid | Albumin Joint Fluid | Albumin, Joint Fluid Joint Fluid | Chemistry Albumin, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Albumin, Joint Fluid
ALIASES: Albumin, Joint Fluid | Albumin Joint Fluid | Albumin, Joint Fluid Joint Fluid | Chemistry Albumin, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51019"
51020,"Amylase, Joint Fluid","Amylase, Joint Fluid | Amylase Joint Fluid | Amylase, Joint Fluid Joint Fluid | Chemistry Amylase, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Amylase, Joint Fluid
ALIASES: Amylase, Joint Fluid | Amylase Joint Fluid | Amylase, Joint Fluid Joint Fluid | Chemistry Amylase, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51020"
51024,"Total Protein, Joint Fluid","Total Protein, Joint Fluid | Total Protein Joint Fluid | Total Protein, Joint Fluid Joint Fluid | Chemistry Total Protein, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Total Protein, Joint Fluid
ALIASES: Total Protein, Joint Fluid | Total Protein Joint Fluid | Total Protein, Joint Fluid Joint Fluid | Chemistry Total Protein, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51024"
51807,(Albumin),(Albumin) | (Albumin) Joint Fluid | Chemistry (Albumin),,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: (Albumin)
ALIASES: (Albumin) | (Albumin) Joint Fluid | Chemistry (Albumin)
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51807"
51815,Clostrid,Clostrid | Clostrid Joint Fluid | Chemistry Clostrid,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Clostrid
ALIASES: Clostrid | Clostrid Joint Fluid | Chemistry Clostrid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51815"
51826,"Uric Acid, Joint Fluid","Uric Acid, Joint Fluid | Uric Acid Joint Fluid | Uric Acid, Joint Fluid Joint Fluid | Chemistry Uric Acid, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Uric Acid, Joint Fluid
ALIASES: Uric Acid, Joint Fluid | Uric Acid Joint Fluid | Uric Acid, Joint Fluid Joint Fluid | Chemistry Uric Acid, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51826"
51808,Alpha-1,Alpha-1 | Alpha-1 Joint Fluid | Chemistry Alpha-1,,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Alpha-1
ALIASES: Alpha-1 | Alpha-1 Joint Fluid | Chemistry Alpha-1
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51808"
51823,"Sodium, Joint Fluid","Sodium, Joint Fluid | Sodium Joint Fluid | Sodium, Joint Fluid Joint Fluid | Chemistry Sodium, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Sodium, Joint Fluid
ALIASES: Sodium, Joint Fluid | Sodium Joint Fluid | Sodium, Joint Fluid Joint Fluid | Chemistry Sodium, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51823"
51818,"IgG, Joint Fluid","IgG, Joint Fluid | IgG Joint Fluid | IgG, Joint Fluid Joint Fluid | Chemistry IgG, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: IgG, Joint Fluid
ALIASES: IgG, Joint Fluid | IgG Joint Fluid | IgG, Joint Fluid Joint Fluid | Chemistry IgG, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51818"
51022,"Glucose, Joint Fluid","Glucose, Joint Fluid | Glucose Joint Fluid | Glucose, Joint Fluid Joint Fluid | Chemistry Glucose, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Glucose, Joint Fluid
ALIASES: Glucose, Joint Fluid | Glucose Joint Fluid | Glucose, Joint Fluid Joint Fluid | Chemistry Glucose, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51022"
51822,"Potassium, Joint Fluid","Potassium, Joint Fluid | Potassium Joint Fluid | Potassium, Joint Fluid Joint Fluid | Chemistry Potassium, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Potassium, Joint Fluid
ALIASES: Potassium, Joint Fluid | Potassium Joint Fluid | Potassium, Joint Fluid Joint Fluid | Chemistry Potassium, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51822"
51819,"Immunoelectrophoresis, Joint Fluid","Immunoelectrophoresis, Joint Fluid | Immunoelectrophoresis Joint Fluid | Immunoelectrophoresis, Joint Fluid Joint Fluid | Chemistry Immunoelectrophoresis, Joint Fluid",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: Immunoelectrophoresis, Joint Fluid
ALIASES: Immunoelectrophoresis, Joint Fluid | Immunoelectrophoresis Joint Fluid | Immunoelectrophoresis, Joint Fluid Joint Fluid | Chemistry Immunoelectrophoresis, Joint Fluid
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51819"
51821,"PEP, Joint Fluid, Gamma Region","PEP, Joint Fluid, Gamma Region | PEP Joint Fluid Gamma Region | PEP, Joint Fluid, Gamma Region Joint Fluid | Chemistry PEP, Joint Fluid, Gamma Region",,Chemistry,Joint Fluid,"TYPE: LAB_TEST
DISPLAY_NAME: PEP, Joint Fluid, Gamma Region
ALIASES: PEP, Joint Fluid, Gamma Region | PEP Joint Fluid Gamma Region | PEP, Joint Fluid, Gamma Region Joint Fluid | Chemistry PEP, Joint Fluid, Gamma Region
UNIT: 
CATEGORY: Chemistry
FLUID: Joint Fluid
LOINC: 
ITEMID: 51821"
